case,run_id,attempt,seed,variant,decoder,scenario,outcome
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,1,31415,raw,opencv,downscale_75,not_detected
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,1,31415,raw,zbar,downscale_75,not_detected
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,1,31415,raw,opencv,noise_gaussian,not_detected
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,1,31415,raw,zbar,noise_gaussian,not_detected
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,1,31415,raw,opencv,rotation_3,not_detected
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,1,31415,raw,zbar,rotation_3,not_detected
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,1,31415,raw,opencv,print_dot_gain,not_detected
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,1,31415,raw,zbar,print_dot_gain,not_detected
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,1,31415,raw,opencv,print_dot_loss,not_detected
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,1,31415,raw,zbar,print_dot_loss,not_detected
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,1,31415,raw,opencv,perspective_mild,not_detected
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,1,31415,raw,zbar,perspective_mild,not_detected
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,1,31415,rounded_16,zbar,print_dot_gain,not_detected
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,1,31415,rounded_16,zbar,print_dot_loss,not_detected
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,1,31415,rounded_32,opencv,print_dot_loss,not_detected
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,1,31415,rounded_32,zbar,print_dot_loss,not_detected
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,1,31415,rounded_48,opencv,print_dot_loss,not_detected
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,1,31415,perceptual_16,opencv,print_dot_gain,not_detected
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,1,31415,perceptual_16,zbar,print_dot_gain,not_detected
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,1,31415,perceptual_16,opencv,print_dot_loss,not_detected
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,1,31415,perceptual_16,zbar,print_dot_loss,not_detected
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,1,31415,perceptual_16_strong,zbar,print_dot_gain,not_detected
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,1,31415,perceptual_16_strong,zbar,print_dot_loss,not_detected
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,1,31415,perceptual_32,opencv,print_dot_loss,not_detected
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,1,31415,perceptual_32,zbar,print_dot_loss,not_detected
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,1,31415,perceptual_32_strong,opencv,print_dot_loss,not_detected
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,1,31415,perceptual_32_strong,zbar,print_dot_loss,not_detected
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,1,31415,perceptual_32_wide,zbar,print_dot_loss,not_detected
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,1,271828,raw,opencv,original,not_detected
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,1,271828,raw,zbar,original,not_detected
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,1,271828,raw,opencv,jpeg_90,not_detected
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,1,271828,raw,zbar,jpeg_90,not_detected
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,1,271828,raw,opencv,jpeg_70,not_detected
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,1,271828,raw,zbar,jpeg_70,not_detected
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,1,271828,raw,opencv,blur_3,not_detected
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,1,271828,raw,zbar,blur_3,not_detected
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,1,271828,raw,opencv,brightness_low,not_detected
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,1,271828,raw,zbar,brightness_low,not_detected
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,1,271828,raw,opencv,brightness_high,not_detected
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,1,271828,raw,zbar,brightness_high,not_detected
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,1,271828,raw,opencv,contrast_low,not_detected
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,1,271828,raw,zbar,contrast_low,not_detected
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,1,271828,raw,opencv,downscale_75,not_detected
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,1,271828,raw,zbar,downscale_75,not_detected
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,1,271828,raw,opencv,noise_gaussian,not_detected
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,1,271828,raw,zbar,noise_gaussian,not_detected
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,1,271828,raw,opencv,rotation_3,not_detected
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,1,271828,raw,zbar,rotation_3,not_detected
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,1,271828,raw,opencv,print_dot_gain,not_detected
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,1,271828,raw,zbar,print_dot_gain,not_detected
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,1,271828,raw,opencv,print_dot_loss,not_detected
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,1,271828,raw,zbar,print_dot_loss,not_detected
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,1,271828,raw,opencv,perspective_mild,not_detected
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,1,271828,raw,zbar,perspective_mild,not_detected
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,1,271828,rounded_16,zbar,print_dot_gain,not_detected
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,1,271828,rounded_16,zbar,print_dot_loss,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,raw,opencv,original,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,raw,zbar,original,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,raw,opencv,jpeg_90,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,raw,zbar,jpeg_90,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,raw,opencv,jpeg_70,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,raw,zbar,jpeg_70,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,raw,opencv,blur_3,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,raw,zbar,blur_3,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,raw,opencv,brightness_low,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,raw,zbar,brightness_low,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,raw,opencv,brightness_high,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,raw,zbar,brightness_high,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,raw,opencv,contrast_low,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,raw,zbar,contrast_low,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,raw,opencv,downscale_75,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,raw,zbar,downscale_75,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,raw,opencv,noise_gaussian,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,raw,zbar,noise_gaussian,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,raw,opencv,rotation_3,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,raw,zbar,rotation_3,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,raw,opencv,print_dot_gain,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,raw,zbar,print_dot_gain,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,raw,opencv,print_dot_loss,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,raw,zbar,print_dot_loss,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,raw,opencv,perspective_mild,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,raw,zbar,perspective_mild,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,rounded_16,zbar,original,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,rounded_16,zbar,jpeg_90,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,rounded_16,zbar,jpeg_70,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,rounded_16,zbar,brightness_low,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,rounded_16,zbar,contrast_low,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,rounded_16,zbar,downscale_75,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,rounded_16,zbar,noise_gaussian,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,rounded_16,zbar,rotation_3,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,rounded_16,opencv,print_dot_gain,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,rounded_16,zbar,print_dot_gain,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,rounded_32,zbar,print_dot_gain,not_detected
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,1,9001,rounded_32,opencv,print_dot_loss,not_detected
